Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X7304660,AV5 Schlauch 18 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495929981,03540178,T046,TZB,Schläuche,SCHWALBE,M000110430,schwarz,26,32/47-355/400,UN,,,0,0,0,0,0,,,0,50,2026-04-20,50,2.38,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1,0,MC-NEW,8.9,8.9
X7304662,SV5 Schlauch 18 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495960540,03540179,T046,TZB,Schläuche,SCHWALBE,M000110551,schwarz,26,32/47-355/400,UN,,,0,0,0,0,0,,,0,50,2026-04-20,50,2.32,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1,0,MC-NEW,8.9,8.9
X7304664,AV7 Schlauch 20 Zoll - 40 mm,JA,4026495930062,03540185,T046,TZB,Schläuche,SCHWALBE,M000110432,schwarz,26,40/62-406,UN,,,0,8,8,4,14,1.75,1.75,3,0,,0,0,46087,2.49,2.49,46.97,27.05,29.915966,59.831933,0.5759,42.33,0,46090,8.9,8.9,0,3.6,MC-NEW,8.9,8.9
X7304666,SV7 Schlauch 20 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495933520,03540187,T046,TZB,Schläuche,SCHWALBE,M000110554,schwarz,26,40/62-406,UN,,,0,0,0,0,0,,,0,50,2026-04-20,50,2.58,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1,0,MC-NEW,8.9,8.9
X7304679,AV10 Schlauch 24 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495928809,03540211,T046,TZB,Schläuche,SCHWALBE,M000110398,schwarz,26,40/62-507,UN,,,0,0,0,0,50,,,0,0,,0,0,46125,2.579,2.579,0,0,0,0,0,128.95,0,46126,8.9,8.9,0,3.5,MC-NEW,8.9,8.9
X7304681,SV10 Schlauch 24 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495931243,03540213,T046,TZB,Schläuche,SCHWALBE,M000110501,schwarz,26,40/62-507,UN,,,0,0,0,0,50,,,0,0,,0,0,46119,2.6364,2.6364,0,0,0,0,0,131.82,0,46120,8.9,8.9,0,3.4,MC-NEW,8.9,8.9
X7304692,AV13 Schlauch 26 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495929042,03540231,T046,TZB,Schläuche,SCHWALBE,M000110405,schwarz,26,40/62-559,UN,,,0,0,0,0,50,,,0,0,,0,0,46119,2.739,2.739,0,0,0,0,0,136.95,0,46120,8.9,8.9,0,3.2,MC-NEW,8.9,8.9
X7304696,SV13 Schlauch 26 Zoll - 40 mm,JA,4026495931526,03540233,T046,TZB,Schläuche,SCHWALBE,M000110511,schwarz,26,40/62-559,UN,,,0,4,4,3,18,4.5,4.5,3,0,,0,0,46098,2.736,2.736,26.87,15.91,22.436975,29.915966,0.59211,57.44,0,46099,8.9,8.9,0,3.3,MC-NEW,8.9,8.9
X7304702,"AV14 Schlauch 27,5 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495929660,03540251,T046,TZB,Schläuche,SCHWALBE,M000110410,schwarz,26,40/62-584,UN,,,0,0,0,0,50,,,0,0,,0,0,46105,2.6498,2.6498,0,0,0,0,0,132.49,0,46107,8.9,8.9,0,3.4,MC-NEW,8.9,8.9
X7304715,SV15 Schlauch 28 Zoll - 60 mm,JA,4026495931786,03540271,T046,TZB,Schläuche,SCHWALBE,M000110526,schwarz,26,23/30-622/630,UN,,,0,14,14,6,10,0.714286,0.714286,1,0,,0,0,46098,3.266,3.266,105.75,60.01,49.915966,116.470588,0.56747,35.91,0,46099,9.9,9.9,0,3,MC-NEW,9.9,9.9
X7304716,SV15 Schlauch 28 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495931823,03540266,T046,TZB,Schläuche,SCHWALBE,M000110524,schwarz,26,23/30-622/630,UN,,,0,0,0,0,0,,,0,300,2026-03-01,100,2.99,0,0,0,0,0,0,0,0,0,0,0,0,8.9,1,0,MC-NEW,8.9,8.9
X7304719,SV15 Schlauch 28 Zoll - 50 mm,JA,4026495931908,03540269,T046,TZB,Schläuche,SCHWALBE,M000110525,schwarz,26,23/30-622/630,UN,,,0,2,2,2,47,23.5,23.5,1,0,,0,0,46113,2.6832,2.6832,13.42,8.06,14.957983,14.957983,0.600596,128.8,0,46094,8.9,8.9,0,3.3,MC-NEW,8.9,8.9
X7304722,SV15L Schlauch 28 Zoll - 40 mm,JA,4026495932028,03540287,T046,TZB,Schläuche,SCHWALBE,M000110531,schwarz,26,28/34-622/630,UN,,,0,4,4,4,46,11.5,11.5,0,50,2026-05-01,50,2.99,46126,2.4684,1.2342,26.86,16.98,29.915966,29.915966,0.632167,113.54,0,46094,8.9,8.9,0,3.6,MC-NEW,8.9,8.9
X7304723,SV15L Schlauch 28 Zoll - 60 mm,JA,4026495932066,03540288,T046,TZB,Schläuche,SCHWALBE,M000110532,schwarz,26,28/34-622/630,UN,,,0,3,3,3,47,15.666667,15.666667,0,100,2026-04-01,50,3.83,46093,3.162,1.054,22.65,13.17,24.957983,24.957983,0.581457,148.62,0,46094,9.9,9.9,0,3.1,MC-NEW,9.9,9.9
X7304724,SV15L Schlauch 28 Zoll - 80 mm,Nein/Nur in der Filiale Verfügbar,4026495950428,03540289,T046,TZB,Schläuche,SCHWALBE,M000110533,schwarz,26,28/34-622/630,UN,,,0,0,0,0,0,,,0,25,2026-04-15,25,4.19,0,0,0,0,0,0,0,0,0,0,0,0,10.9,1,0,MC-NEW,10.9,10.9
X7304729,DV17 Schlauch 28 Zoll - 40mm,JA,4026495930741,03540305,T046,TZB,Schläuche,SCHWALBE,M000110452,schwarz,26,28/47-622/635,UN,,,0,0,0,0,25,,,0,0,,0,0,46098,2.3572,2.3572,0,0,0,0,0,58.93,0,46099,8.9,8.9,0,3.8,MC-NEW,8.9,8.9
X7304732,SV17 Schlauch 28 Zoll - 60mm,JA,4026495932165,03540303,T046,TZB,Schläuche,SCHWALBE,M000110537,schwarz,26,28/47-622/635,UN,,,0,1,1,1,24,24,24,0,0,,0,0,46091,3.162,3.162,6.71,3.55,8.319328,8.319328,0.529061,75.89,0,46092,9.9,9.9,0,3.1,MC-NEW,9.9,9.9
X7304733,SV17 Schlauch 28 Zoll - 40mm,JA,4026495932202,03540301,T046,TZB,Schläuche,SCHWALBE,M000110535,schwarz,26,28/47-622/635,UN,,,0,4,4,4,392,98,98,4,200,2026-05-01,200,2.99,46113,2.46855,1.6457,26.85,16.97,29.915966,29.915966,0.63203,977.54,0,46094,8.9,8.9,0,3.6,MC-NEW,8.9,8.9
X7304735,"AV19 Schlauch 27,5/29 Zoll - 40 mm",JA,4026495929387,03540320,T046,TZB,Schläuche,SCHWALBE,M000110418,schwarz,26,40/62-584/635,UN,,,0,0,0,0,294,,,6,150,2026-05-01,150,3.09,46126,2.551133,1.700756,0,0,0,0,0,765.34,0,46094,8.9,8.9,0,3.5,MC-NEW,8.9,8.9
X7304738,"SV19 Schlauch 27,5/29 Zoll - 40 mm",JA,4026495932523,03540322,T046,TZB,Schläuche,SCHWALBE,M000110541,schwarz,26,40/62-584/635,UN,,,0,11,11,11,181,16.454545,16.454545,8,150,2026-05-01,150,3.21,46113,2.6502,1.5144,73.84,44.69,82.268908,82.268908,0.605228,500.89,0,46094,8.9,8.9,0,3.4,MC-NEW,8.9,8.9
X7304742,AV7-AP Air Plus Schlauch 20 Zoll - 40 mm,JA,4026495930147,03540195,T046,TZB,Schläuche,SCHWALBE,M000110434,schwarz,26,40/62-406,UN,,,0,4,4,4,18,4.5,4.5,3,0,,0,0,46125,3.808462,3.8392,33.59,18.23,43.361345,43.361345,0.542721,80.62,0,46099,12.9,12.9,0,3.4,MC-NEW,12.9,12.9
X7304753,"AV14-AP Air Plus Schlauch 27,5 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495929745,03540260,T046,TZB,Schläuche,SCHWALBE,M000110411,schwarz,26,40/62-584,UN,,,0,0,0,0,25,,,0,25,2026-05-01,25,4.84,46093,3.996,1.998,0,0,0,0,0,99.9,0,46094,12.9,12.9,0,3.2,MC-NEW,12.9,12.9
X7304755,"AV14L-AP Air Plus Schlauch 27,5 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495929707,03540262,T046,TZB,Schläuche,SCHWALBE,M000110413,schwarz,26,54/70-584,UN,,,0,0,0,0,25,,,0,25,2026-05-01,25,5.94,46093,4.904,2.452,0,0,0,0,0,122.6,0,46094,13.9,13.9,0,2.8,MC-NEW,13.9,13.9
X7304757,AV19-AP Air Plus Schlauch 29 Zoll - 40 mm,JA,4026495929509,03540331,T046,TZB,Schläuche,SCHWALBE,M000110419,schwarz,26,40/62-622,UN,,,0,4,4,4,46,11.5,11.5,0,50,2026-05-01,50,5.03,46113,4.1528,2.0764,33.56,16.96,43.361345,43.361345,0.505364,191.04,0,46094,12.9,12.9,0,3.1,MC-NEW,12.9,12.9
X7304759,AV19L-AP Air Plus Schlauch 29+ Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495929462,03540334,T046,TZB,Schläuche,SCHWALBE,M000110421,schwarz,26,54/65-622,UN,,,0,0,0,0,50,,,0,0,,0,0,46125,4.9722,4.9722,0,0,0,0,0,248.61,0,46126,13.9,13.9,0,2.8,MC-NEW,13.9,13.9
X7304760,SV19L-AP Air Plus Schlauch 29+ Zoll - 40 mm,JA,4026495932622,03540335,T046,TZB,Schläuche,SCHWALBE,M000110545,schwarz,26,54/65-622,UN,,,0,15,15,12,6,0.4,0.4,4,0,,0,0,46098,5.1308,5.1308,138.56,61.61,140.168067,175.210084,0.444645,51.32,0,46099,13.9,13.9,0,2.7,MC-NEW,13.9,13.9
X7304761,AV17-AP Air Plus Schlauch 28 Zoll - 40 mm,JA,4026495929349,03540311,T046,TZB,Schläuche,SCHWALBE,M000110416,schwarz,26,37/47-622/635,UN,,,0,0,0,0,23,,,2,0,,0,0,46093,3.864,3.864,0,0,0,0,0,96.6,0,46094,12.9,12.9,0,3.3,MC-NEW,12.9,12.9
X7304763,SV17-AP Air Plus Schlauch 28 Zoll - 40 mm,JA,4026495932424,03540312,T046,TZB,Schläuche,SCHWALBE,M000110538,schwarz,26,37/47-622/635,UN,,,0,2,2,1,21,10.5,10.5,2,0,,0,0,46091,3.9464,3.9464,18.48,10.58,10.840336,21.680672,0.572511,90.76,0,46092,12.9,12.9,0,3.3,MC-NEW,12.9,12.9
X7304768,SV13-EL Extra Light Schlauch 26 Zoll - 40 mm,Nein/Nur in der Filiale Verfügbar,4026495931762,03540250,T046,TZB,Schläuche,SCHWALBE,M000110514,schwarz,26,40/60-559,UN,,,0,0,0,0,0,,,0,50,2026-04-20,50,4.16,0,0,0,0,0,0,0,0,0,0,0,0,10.9,1,0,MC-NEW,10.9,10.9
X7304776,"SV14L-EL Extra Light Schlauch 27,5 Zoll - 40 mm",Nein/Nur in der Filiale Verfügbar,4026495933247,03540257,T046,TZB,Schläuche,SCHWALBE,M000110521,schwarz,26,54/75-584,UN,,,0,0,0,0,0,,,0,50,2026-04-20,50,4.64,0,0,0,0,0,0,0,0,0,0,0,0,11.9,1,0,MC-NEW,11.9,11.9
X7304780,SV17-EL Extra Light Schlauch 28 Zoll - 40 mm,JA,4026495932448,03540314,T046,TZB,Schläuche,SCHWALBE,M000110539,schwarz,26,28/44-622,UN,,,0,4,4,4,46,11.5,11.5,0,50,2026-05-01,50,4.36,46113,3.5996,1.7998,33.56,19.16,36.638655,36.638655,0.570918,165.58,0,46094,10.9,10.9,0,3,MC-NEW,10.9,10.9
X7304812,Tubeless Felgenband 23 mm / Rolle 10 m,Nein/Nur in der Filiale Verfügbar,4026495963046,03540461,T049,TZB,Reifen E.Teile/Zub.,SCHWALBE,M000110567,blau,26,23mm/10m,UN,,,0,0,0,0,0,,,0,10,2026-03-15,10,13.64,0,0,0,0,0,0,0,0,0,0,0,0,24.9,1,0,MC-NEW,24.9,24.9
X7304813,Tubeless Felgenband 25 mm / Rolle 10 m,Nein/Nur in der Filiale Verfügbar,4026495984782,03540462,T049,TZB,Reifen E.Teile/Zub.,SCHWALBE,M000110568,blau,26,25mm/10m,UN,,,0,0,0,0,8,,,0,2,2026-03-15,2,13.64,46114,13.095,10.476,0,0,0,0,0,104.76,0,46119,24.9,24.9,0,1.9,MC-NEW,24.9,24.9
X7304814,Tubeless Felgenband 29 mm / Rolle 10 m,Nein/Nur in der Filiale Verfügbar,4026495963084,03540464,T049,TZB,Reifen E.Teile/Zub.,SCHWALBE,M000110570,blau,26,29mm/10m,UN,,,0,0,0,0,10,,,0,0,,0,0,46114,11.261,11.261,0,0,0,0,0,112.61,0,46119,24.9,24.9,0,2.2,MC-NEW,24.9,24.9
X7304815,Tubeless Felgenband 32 mm / Rolle 10 m,Nein/Nur in der Filiale Verfügbar,4026495963107,03540466,T049,TZB,Reifen E.Teile/Zub.,SCHWALBE,M000110571,blau,26,32mm/10m,UN,,,0,0,0,0,10,,,0,0,,0,0,46114,11.963,11.963,0,0,0,0,0,119.63,0,46119,24.9,24.9,0,2.1,MC-NEW,24.9,24.9
X7304817,Easy Fit Montage-Fluid für Reifen 50 ml,Nein/Nur in der Filiale Verfügbar,4026495963305,03550526,T049,TZB,Reifen E.Teile/Zub.,SCHWALBE,M000110466,blau,26,50 ML,UN,,,0,0,0,0,0,,,0,100,2026-03-15,100,3.17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,0,MC-NEW,6.9,6.9
X7304900,Bisphaera Speed Matte Trans Abyss/Prizm Deep Water Polar,Nein/Nur in der Filiale Verfügbar,888392688132,0OO9534 95340668,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110624,matte trans abyss,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,97.36,97.36,0,0,0,0,0,194.72,0,46093,189.99,238,0.201723,2,PW-Penner-16,189.99,189.99
X7304903,Bisphaera Speed Matte Trans Olive Ink/Prizm Dark Golf,Nein/Nur in der Filiale Verfügbar,888392688163,0OO9534 95340968,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110625,matte trans olive ink,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,76.905,76.905,0,0,0,0,0,153.81,0,46093,159.99,188,0.148989,2.1,PW-Penner-16,159.99,159.99
X7305045,Frogskins Range Trans Stonewash/Clear/Prizm Deep Water Pol,JA,888392611710,0OO9284 92840955,B131,Bekleidung,Brille Freizeit,OAKLEY,M000111078,trans stonewash/clear,26FS,OSZ,HE,,,0,0,0,0,4,,,0,0,,0,0,46095,90.82,90.82,0,0,0,0,0,363.28,0,46062,179.99,222,0.189234,2,PW-Penner-16,179.99,179.99
X7305188,Hstn Sq Matte Black/Prizm Grey,Nein/Nur in der Filiale Verfügbar,888392687357,0OO9533 95330154,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110630,Matte Black,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,66.275,66.275,0,0,0,0,0,132.55,0,46093,139.99,162,0.135864,2.1,PW-Penner-16,139.99,139.99
X7305189,Hstn Sq Matte Grey Smoke/Prizm Ruby,Nein/Nur in der Filiale Verfügbar,888392687364,0OO9533 95330254,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110631,matte grey smoke,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,70.36,70.36,0,0,0,0,0,140.72,0,46093,149.99,172,0.127965,2.1,PW-Penner-16,149.99,149.99
X7305190,Hstn Sq Matte Rootbeer/Prizm Tungsten,Nein/Nur in der Filiale Verfügbar,888392687371,0OO9533 95330354,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110633,matte rootbeer,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,70.36,70.36,0,0,0,0,0,140.72,0,46093,149.99,172,0.127965,2.1,PW-Penner-16,149.99,149.99
X7305191,Hstn Sq Abyss/Prizm Sapphire,Nein/Nur in der Filiale Verfügbar,888392687388,0OO9533 95330454,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110628,Abyss,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,70.36,70.36,0,0,0,0,0,140.72,0,46093,149.99,172,0.127965,2.1,PW-Penner-16,149.99,149.99
X7305194,Hstn Sq Matte Mist/Prizm 24K Polarized,Nein/Nur in der Filiale Verfügbar,888392687418,0OO9533 95330754,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110632,matte mist,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,90.82,90.82,0,0,0,0,0,181.64,0,46093,179.99,222,0.189234,2,PW-Penner-16,179.99,179.99
X7305195,Hstn Sq Grey Smoke/Prizm Bronze,Nein/Nur in der Filiale Verfügbar,888392687425,0OO9533 95330854,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110629,grey smoke,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46123,74.455,74.455,0,0,0,0,0,148.91,0,46126,179.99,182,0.011044,2.4,PW-neu-09,179.99,179.99
X7305197,Hstn Sq 100T Dark Amber/Prizm Gaming,Nein/Nur in der Filiale Verfügbar,888392687456,0OO9533 95331054,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110627,100t dark amber,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46123,82.64,82.64,0,0,0,0,0,165.28,0,46126,194.99,202,0.034703,2.4,PW-neu-09,194.99,194.99
X7305263,Neoforma Matte Black/Prizm Grey,Nein/Nur in der Filiale Verfügbar,888392686619,0OO9528 95280160,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110636,Matte Black,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,53.595,53.595,0,0,0,0,0,107.19,0,46093,99.99,131,0.236718,1.9,PW-Penner-16,99.99,99.99
X7305265,Neoforma Matte Blue/Silver Colorshift/Prizm Slate,Nein/Nur in der Filiale Verfügbar,888392686626,0OO9528 95280260,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110637,matte blue/silver colorshift,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,53.595,53.595,0,0,0,0,0,107.19,0,46093,99.99,131,0.236718,1.9,PW-Penner-16,99.99,99.99
X7305266,Neoforma Matte Clear/Prizm Ruby,Nein/Nur in der Filiale Verfügbar,888392686633,0OO9528 95280360,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110639,MATTE CLEAR,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,57.68,57.68,0,0,0,0,0,115.36,0,46093,119.99,141,0.149007,2.1,PW-Penner-16,119.99,119.99
X7305268,Neoforma Matte Rootbeer/Prizm Black Polarized,Nein/Nur in der Filiale Verfügbar,888392686657,0OO9528 95280560,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110640,matte rootbeer,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,78.14,78.14,0,0,0,0,0,156.28,0,46093,159.99,191,0.162356,2,PW-Penner-16,159.99,159.99
X7305269,Neoforma Matte Carbon/Prizm 24K Polarized,Nein/Nur in der Filiale Verfügbar,888392686664,0OO9528 95280660,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110638,Matte Carbon,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,78.14,78.14,0,0,0,0,0,156.28,0,46093,159.99,191,0.162356,2,PW-Penner-16,159.99,159.99
X7305270,Neoforma X-Silver/Prizm Deep Water Polarized,Nein/Nur in der Filiale Verfügbar,888392686671,0OO9528 95280760,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110641,X-Silver,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,78.14,78.14,0,0,0,0,0,156.28,0,46093,159.99,191,0.162356,2,PW-Penner-16,159.99,159.99
X7305271,Neoforma 100T Matte Black/Prizm Tungsten,Nein/Nur in der Filiale Verfügbar,888392687906,0OO9528 95280860,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110635,100t matte black,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,69.955,69.955,0,0,0,0,0,139.91,0,46093,149.99,171,0.122865,2.1,PW-Penner-16,149.99,149.99
X7305362,Rslv Lite Matte Clear/Prizm Low Light,Nein/Nur in der Filiale Verfügbar,888392684080,0OO9527D 95270850,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110643,MATTE CLEAR,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,79.36,79.36,0,0,0,0,0,158.72,0,46093,159.99,194,0.175309,2,PW-Penner-16,159.99,159.99
X7305364,Rslv Lite Matte Black/Prizm Black,Nein/Nur in der Filiale Verfügbar,888392684011,0OO9527D 95270150,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110642,Matte Black,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,83.455,83.455,0,0,0,0,0,166.91,0,46093,159.99,204,0.215735,1.9,PW-Penner-16,159.99,159.99
X7305369,Rslv Lite Matte Trans Peach/Prizm Road Black,Nein/Nur in der Filiale Verfügbar,888392684073,0OO9527D 95270750,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110645,matte trans peach,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,83.455,83.455,0,0,0,0,0,166.91,0,46093,159.99,204,0.215735,1.9,PW-Penner-16,159.99,159.99
X7305406,Sphaera Strike Tdf Matte Fern/Prizm Road Jade,Nein/Nur in der Filiale Verfügbar,888392689023,0OO9531 95310937,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110648,tdf matte fern,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,95.725,95.725,0,0,0,0,0,191.45,0,46093,179.99,234,0.230812,1.9,PW-Penner-16,179.99,179.99
X7305414,Sphaera Strike Matte Sand/Prizm Dark Golf,Nein/Nur in der Filiale Verfügbar,888392688385,0OO9531 95310737,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110647,matte sand,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,87.545,87.545,0,0,0,0,0,175.09,0,46093,179.99,214,0.158925,2.1,PW-Penner-16,179.99,179.99
X7305416,Sphaera Strike Gdi Matte Clear/Prizm Road Black,Nein/Nur in der Filiale Verfügbar,888392689030,0OO9531 95311037,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110646,gdi matte clear,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,95.725,95.725,0,0,0,0,0,191.45,0,46093,179.99,234,0.230812,1.9,PW-Penner-16,179.99,179.99
X7305497,Suture Jacket Matte White/Prizm 24K Polar,Nein/Nur in der Filiale Verfügbar,888392688637,0OO9532 95320364,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110651,Matte White,26FS,OSZ,HE,,,0,0,0,0,0,,,0,2,2026-03-20,2,103.64,0,0,0,0,0,0,0,0,0,0,0,219.99,228,0.035132,0,PW-neu-09,219.99,219.99
X7305500,Suture Jacket Matte Retina Burn/Prizm Black,Nein/Nur in der Filiale Verfügbar,888392688668,0OO9532 95320664,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110650,MATTE RETINA BURN,26FS,OSZ,HE,,,0,0,0,0,0,,,0,2,2026-03-20,2,80.91,0,0,0,0,0,0,0,0,0,0,0,174.99,178,0.01691,0,PW-neu-09,174.99,174.99
X7305521,Terraforma Matte Black/Prizm Grey,Nein/Nur in der Filiale Verfügbar,888392686688,0OO9530 95300158,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110652,Matte Black,26FS,OSZ,HE,,,0,0,0,0,3,,,0,0,,0,0,46095,53.593333,53.593333,0,0,0,0,0,160.78,0,46093,99.99,131,0.236718,1.9,PW-Penner-16,99.99,99.99
X7305522,Terraforma Matte Grey Smoke/Prizm Sapphire,Nein/Nur in der Filiale Verfügbar,888392686695,0OO9530 95300258,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110655,matte grey smoke,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,57.68,57.68,0,0,0,0,0,115.36,0,46093,119.99,141,0.149007,2.1,PW-Penner-16,119.99,119.99
X7305523,Terraforma Matte Clear/Prizm Ruby,Nein/Nur in der Filiale Verfügbar,888392686701,0OO9530 95300358,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110654,MATTE CLEAR,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,57.68,57.68,0,0,0,0,0,115.36,0,46093,119.99,141,0.149007,2.1,PW-Penner-16,119.99,119.99
X7305524,Terraforma Matte Cactus/Prizm Black,Nein/Nur in der Filiale Verfügbar,888392686718,0OO9530 95300458,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110653,matte cactus,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,57.68,57.68,0,0,0,0,0,115.36,0,46093,119.99,141,0.149007,2.1,PW-Penner-16,119.99,119.99
X7305525,Terraforma Titanium/Prizm Black Polarized,Nein/Nur in der Filiale Verfügbar,888392686725,0OO9530 95300558,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110657,Titanium,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46095,78.14,78.14,0,0,0,0,0,156.28,0,46093,159.99,191,0.162356,2,PW-Penner-16,159.99,159.99
X7305526,Terraforma Matte Rootbeer/Prizm Tungsten Polarized,Nein/Nur in der Filiale Verfügbar,888392686732,0OO9530 95300658,B131,Bekleidung,Brille Freizeit,OAKLEY,M000110656,matte rootbeer,26FS,OSZ,HE,,,0,0,0,0,2,,,0,0,,0,0,46109,78.14,78.14,0,0,0,0,0,156.28,0,46093,159.99,191,0.162356,2,PW-Penner-16,159.99,159.99
X7305566,SLR Carbon S3,Nein/Nur in der Filiale Verfügbar,8030282560895,308223-001,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110195,Opal White,26,130 x 242mm,UN,,,0,0,0,0,0,,,0,4,2026-05-15,4,181.68,0,0,0,0,0,0,0,0,0,0,0,299.99,320,0.062531,0,MC-NEW,320,320
X7305567,SLR Carbon L3,JA,8030282560901,308223-002,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110194,Opal White,26,145 x 242mm,UN,,,0,0,0,0,2,,,0,0,,0,0,46107,181.68,181.68,0,0,0,0,0,363.36,0,46111,299.99,320,0.062531,1.7,MC-NEW,320,320
X7305568,SLR Elite S3,JA,8030282560918,308224-001,T103,TZB,Sattel Sport MTB/Renn,SELLEITALI,M000110197,Opal White,26,130 x 242mm,UN,,,0,0,0,0,10,,,0,0,,0,0,46111,120.683,120.683,0,0,0,0,0,1206.83,0,46112,229.99,240,0.041708,1.9,MC-NEW,240,240
